job_key,reference,snapshot_date,skill
0KLBC8LF-2026-08-10,0KLBC8LF,2026-08-10,SQL Server
5IIHXJPO-2026-08-10,5IIHXJPO,2026-08-10,Doświadczenie
5IIHXJPO-2026-08-10,5IIHXJPO,2026-08-10,SEP
5IIHXJPO-2026-08-10,5IIHXJPO,2026-08-10,Prawo jazdy kat. B
AEDD4HRD-2026-08-10,AEDD4HRD,2026-08-10,Analiza biznesowa
AEDD4HRD-2026-08-10,AEDD4HRD,2026-08-10,MiFID II
AEDD4HRD-2026-08-10,AEDD4HRD,2026-08-10,PRIIPs
I2RKMO8D-2026-08-10,I2RKMO8D,2026-08-10,TypeScript
I2RKMO8D-2026-08-10,I2RKMO8D,2026-08-10,.NET
I2RKMO8D-2026-08-10,I2RKMO8D,2026-08-10,Java
Y0TAD6Q2-2026-08-10,Y0TAD6Q2,2026-08-10,.NET
Y0TAD6Q2-2026-08-10,Y0TAD6Q2,2026-08-10,C#
Y0TAD6Q2-2026-08-10,Y0TAD6Q2,2026-08-10,.NET CORE
TIVPJXMY-2026-08-10,TIVPJXMY,2026-08-10,User stories
TIVPJXMY-2026-08-10,TIVPJXMY,2026-08-10,SaaS Solutions
EYXBZNWR-2026-08-10,EYXBZNWR,2026-08-10,Business analysis
RWHLBWTK-2026-08-10,RWHLBWTK,2026-08-10,Windows
RWHLBWTK-2026-08-10,RWHLBWTK,2026-08-10,Linux
RWHLBWTK-2026-08-10,RWHLBWTK,2026-08-10,Docker
GE0RQB5J-2026-08-10,GE0RQB5J,2026-08-10,Splunk
GE0RQB5J-2026-08-10,GE0RQB5J,2026-08-10,Sentinel
GE0RQB5J-2026-08-10,GE0RQB5J,2026-08-10,Darktrace
4XMEAKAT-2026-08-10,4XMEAKAT,2026-08-10,Java
4XMEAKAT-2026-08-10,4XMEAKAT,2026-08-10,Microsoft Word
4XMEAKAT-2026-08-10,4XMEAKAT,2026-08-10,SQL
UQ0YLTJ9-2026-08-10,UQ0YLTJ9,2026-08-10,Linux
UQ0YLTJ9-2026-08-10,UQ0YLTJ9,2026-08-10,Bash
UQ0YLTJ9-2026-08-10,UQ0YLTJ9,2026-08-10,VMware
FK1FTJSV-2026-08-10,FK1FTJSV,2026-08-10,Java
FK1FTJSV-2026-08-10,FK1FTJSV,2026-08-10,Kotlin
FK1FTJSV-2026-08-10,FK1FTJSV,2026-08-10,Scala
CE70EOIY-2026-08-10,CE70EOIY,2026-08-10,Java
CE70EOIY-2026-08-10,CE70EOIY,2026-08-10,Kafka
CE70EOIY-2026-08-10,CE70EOIY,2026-08-10,REST API
YKBH8ABX-2026-08-10,YKBH8ABX,2026-08-10,Elektronika
YKBH8ABX-2026-08-10,YKBH8ABX,2026-08-10,Wiedza z zakresu projektowania urządzeń
YKBH8ABX-2026-08-10,YKBH8ABX,2026-08-10,Automatyka
RKD8ZXNQ-2026-08-10,RKD8ZXNQ,2026-08-10,Networks
RKD8ZXNQ-2026-08-10,RKD8ZXNQ,2026-08-10,Windows Server
RKD8ZXNQ-2026-08-10,RKD8ZXNQ,2026-08-10,Azure
TWJMMLPS-2026-08-10,TWJMMLPS,2026-08-10,PHP
TWJMMLPS-2026-08-10,TWJMMLPS,2026-08-10,REST API
TWJMMLPS-2026-08-10,TWJMMLPS,2026-08-10,Linux
RERLZAFW-2026-08-10,RERLZAFW,2026-08-10,Java
RERLZAFW-2026-08-10,RERLZAFW,2026-08-10,Spring Boot
RERLZAFW-2026-08-10,RERLZAFW,2026-08-10,System Design
OYCCDM78-2026-08-10,OYCCDM78,2026-08-10,Java
OYCCDM78-2026-08-10,OYCCDM78,2026-08-10,Oracle
OYCCDM78-2026-08-10,OYCCDM78,2026-08-10,Git
SYEGQZBK-2026-08-10,SYEGQZBK,2026-08-10,Microsoft 365
SYEGQZBK-2026-08-10,SYEGQZBK,2026-08-10,Power Platform
SYEGQZBK-2026-08-10,SYEGQZBK,2026-08-10,Microsoft Entra ID
RJ11BVBJ-2026-08-10,RJ11BVBJ,2026-08-10,GXP
RJ11BVBJ-2026-08-10,RJ11BVBJ,2026-08-10,Unicorn
RJ11BVBJ-2026-08-10,RJ11BVBJ,2026-08-10,Biacore Insight
NAWOMLFS-2026-08-10,NAWOMLFS,2026-08-10,AI
NAWOMLFS-2026-08-10,NAWOMLFS,2026-08-10,Design process
NAWOMLFS-2026-08-10,NAWOMLFS,2026-08-10,Asana
9TWCJQCB-2026-08-10,9TWCJQCB,2026-08-10,UML
9TWCJQCB-2026-08-10,9TWCJQCB,2026-08-10,ArchiMate
9TWCJQCB-2026-08-10,9TWCJQCB,2026-08-10,LLD
5YFBUEYO-2026-08-10,5YFBUEYO,2026-08-10,SQL
5YFBUEYO-2026-08-10,5YFBUEYO,2026-08-10,Postman
5YFBUEYO-2026-08-10,5YFBUEYO,2026-08-10,Playwright
VRMVQYPO-2026-08-10,VRMVQYPO,2026-08-10,L2
VRMVQYPO-2026-08-10,VRMVQYPO,2026-08-10,Zoom
VRMVQYPO-2026-08-10,VRMVQYPO,2026-08-10,Asana
A02F4OEZ-2026-08-10,A02F4OEZ,2026-08-10,Technical Project
A02F4OEZ-2026-08-10,A02F4OEZ,2026-08-10,Program Management
A02F4OEZ-2026-08-10,A02F4OEZ,2026-08-10,SaaS
RRGNJ8NF-2026-08-10,RRGNJ8NF,2026-08-10,Spark
RRGNJ8NF-2026-08-10,RRGNJ8NF,2026-08-10,Cloud
RRGNJ8NF-2026-08-10,RRGNJ8NF,2026-08-10,Data engineering
WETPOJUE-2026-08-10,WETPOJUE,2026-08-10,Business analysis
WETPOJUE-2026-08-10,WETPOJUE,2026-08-10,Project management
WETPOJUE-2026-08-10,WETPOJUE,2026-08-10,Confluence
C56EZLFF-2026-08-10,C56EZLFF,2026-08-10,Project management
C56EZLFF-2026-08-10,C56EZLFF,2026-08-10,Jira
C56EZLFF-2026-08-10,C56EZLFF,2026-08-10,MS Office
HDYSXWMB-2026-08-10,HDYSXWMB,2026-08-10,Java
HDYSXWMB-2026-08-10,HDYSXWMB,2026-08-10,Python
HDYSXWMB-2026-08-10,HDYSXWMB,2026-08-10,Web API
P2YW4YIM-2026-08-10,P2YW4YIM,2026-08-10,Stakeholder management
P2YW4YIM-2026-08-10,P2YW4YIM,2026-08-10,Derivatives
P2YW4YIM-2026-08-10,P2YW4YIM,2026-08-10,IFRS
8MAQKMGG-2026-08-10,8MAQKMGG,2026-08-10,GRC
8MAQKMGG-2026-08-10,8MAQKMGG,2026-08-10,NIST
8MAQKMGG-2026-08-10,8MAQKMGG,2026-08-10,ISO
3JY7103N-2026-08-10,3JY7103N,2026-08-10,Spark
3JY7103N-2026-08-10,3JY7103N,2026-08-10,Cloud
3JY7103N-2026-08-10,3JY7103N,2026-08-10,Data engineering
FRKTU9Z7-2026-08-10,FRKTU9Z7,2026-08-10,Splunk
FRKTU9Z7-2026-08-10,FRKTU9Z7,2026-08-10,EDR
FRKTU9Z7-2026-08-10,FRKTU9Z7,2026-08-10,Scripting language
KXENSEAE-2026-08-10,KXENSEAE,2026-08-10,Kanban
KXENSEAE-2026-08-10,KXENSEAE,2026-08-10,R
KXENSEAE-2026-08-10,KXENSEAE,2026-08-10,Jira
RIBATGUK-2026-08-10,RIBATGUK,2026-08-10,.NET
RIBATGUK-2026-08-10,RIBATGUK,2026-08-10,SQL Server
RIBATGUK-2026-08-10,RIBATGUK,2026-08-10,Design Patterns
GLJSKQ3L-2026-08-10,GLJSKQ3L,2026-08-10,.NET
CIAX3EDN-2026-08-10,CIAX3EDN,2026-08-10,MS Office
ZXQQWDIS-2026-08-10,ZXQQWDIS,2026-08-10,Kafka
ZXQQWDIS-2026-08-10,ZXQQWDIS,2026-08-10,K8s
ZXQQWDIS-2026-08-10,ZXQQWDIS,2026-08-10,Linux
BHTO5INZ-2026-08-10,BHTO5INZ,2026-08-10,Python
BHTO5INZ-2026-08-10,BHTO5INZ,2026-08-10,NumPy
BHTO5INZ-2026-08-10,BHTO5INZ,2026-08-10,pandas
QQKCQ6EL-2026-08-10,QQKCQ6EL,2026-08-10,Java
QQKCQ6EL-2026-08-10,QQKCQ6EL,2026-08-10,Team work
5SDCO9V6-2026-08-10,5SDCO9V6,2026-08-10,SAP
5SDCO9V6-2026-08-10,5SDCO9V6,2026-08-10,Accounting
5SDCO9V6-2026-08-10,5SDCO9V6,2026-08-10,Testing
JXLGH7MD-2026-08-10,JXLGH7MD,2026-08-10,Azure
JXLGH7MD-2026-08-10,JXLGH7MD,2026-08-10,SAP MM
JXLGH7MD-2026-08-10,JXLGH7MD,2026-08-10,Fiori
YRBZ77TX-2026-08-10,YRBZ77TX,2026-08-10,Linux
YRBZ77TX-2026-08-10,YRBZ77TX,2026-08-10,SQL
YRBZ77TX-2026-08-10,YRBZ77TX,2026-08-10,Bash
IAHPZFVN-2026-08-10,IAHPZFVN,2026-08-10,.NET
IAHPZFVN-2026-08-10,IAHPZFVN,2026-08-10,Communication skills
IAHPZFVN-2026-08-10,IAHPZFVN,2026-08-10,SQL Server
5ANWH60M-2026-08-10,5ANWH60M,2026-08-10,Android
5ANWH60M-2026-08-10,5ANWH60M,2026-08-10,Kotlin
5ANWH60M-2026-08-10,5ANWH60M,2026-08-10,Coroutines
SOLMZ2EJ-2026-08-10,SOLMZ2EJ,2026-08-10,Scala
SOLMZ2EJ-2026-08-10,SOLMZ2EJ,2026-08-10,Akka
SOLMZ2EJ-2026-08-10,SOLMZ2EJ,2026-08-10,Distributed systems
CHJ35DDB-2026-08-10,CHJ35DDB,2026-08-10,Kanban
CHJ35DDB-2026-08-10,CHJ35DDB,2026-08-10,Power Platform
CHJ35DDB-2026-08-10,CHJ35DDB,2026-08-10,Power BI
FHQNJXQC-2026-08-10,FHQNJXQC,2026-08-10,Figma
BM7KI4U9-2026-08-10,BM7KI4U9,2026-08-10,Java
BM7KI4U9-2026-08-10,BM7KI4U9,2026-08-10,Spring Boot
BM7KI4U9-2026-08-10,BM7KI4U9,2026-08-10,K8s
9BEEJVQE-2026-08-10,9BEEJVQE,2026-08-10,C#
9BEEJVQE-2026-08-10,9BEEJVQE,2026-08-10,Forecasting
9BEEJVQE-2026-08-10,9BEEJVQE,2026-08-10,DevOps
MEUHEXOU-2026-08-10,MEUHEXOU,2026-08-10,AI
MEUHEXOU-2026-08-10,MEUHEXOU,2026-08-10,Cloud
MEUHEXOU-2026-08-10,MEUHEXOU,2026-08-10,AWS
X2ZK2G1G-2026-08-10,X2ZK2G1G,2026-08-10,Jira
X2ZK2G1G-2026-08-10,X2ZK2G1G,2026-08-10,Excel
X2ZK2G1G-2026-08-10,X2ZK2G1G,2026-08-10,Confluence
ZJDSYVU7-2026-08-10,ZJDSYVU7,2026-08-10,Python
ZJDSYVU7-2026-08-10,ZJDSYVU7,2026-08-10,QA
ZJDSYVU7-2026-08-10,ZJDSYVU7,2026-08-10,XML
BW8NMAUH-2026-08-10,BW8NMAUH,2026-08-10,Java
BW8NMAUH-2026-08-10,BW8NMAUH,2026-08-10,Python
BW8NMAUH-2026-08-10,BW8NMAUH,2026-08-10,Clean Code
7XEUCYQF-2026-08-10,7XEUCYQF,2026-08-10,Network Engineer
7XEUCYQF-2026-08-10,7XEUCYQF,2026-08-10,SASE Architecture
7XEUCYQF-2026-08-10,7XEUCYQF,2026-08-10,SASE Solutions
KRYBMHMJ-2026-08-10,KRYBMHMJ,2026-08-10,Atlassian
NX3G4GZV-2026-08-10,NX3G4GZV,2026-08-10,Splunk
NX3G4GZV-2026-08-10,NX3G4GZV,2026-08-10,EDR
NX3G4GZV-2026-08-10,NX3G4GZV,2026-08-10,Scripting language
NE21EHCP-2026-08-10,NE21EHCP,2026-08-10,Python
NE21EHCP-2026-08-10,NE21EHCP,2026-08-10,FastAPI
NE21EHCP-2026-08-10,NE21EHCP,2026-08-10,Celery
FQCDC8TA-2026-08-10,FQCDC8TA,2026-08-10,Azure
FQCDC8TA-2026-08-10,FQCDC8TA,2026-08-10,Enterprise Architect
FQCDC8TA-2026-08-10,FQCDC8TA,2026-08-10,ArchiMate
SOPOWHBV-2026-08-10,SOPOWHBV,2026-08-10,Networking
SOPOWHBV-2026-08-10,SOPOWHBV,2026-08-10,Python
SOPOWHBV-2026-08-10,SOPOWHBV,2026-08-10,Ansible
XAX8SMX5-2026-08-10,XAX8SMX5,2026-08-10,AD
XAX8SMX5-2026-08-10,XAX8SMX5,2026-08-10,IAM
XAX8SMX5-2026-08-10,XAX8SMX5,2026-08-10,Audits
OJOUKGBH-2026-08-10,OJOUKGBH,2026-08-10,Networking
OJOUKGBH-2026-08-10,OJOUKGBH,2026-08-10,WAN
OJOUKGBH-2026-08-10,OJOUKGBH,2026-08-10,Python
JR9PAD5Y-2026-08-10,JR9PAD5Y,2026-08-10,Go
JR9PAD5Y-2026-08-10,JR9PAD5Y,2026-08-10,Python
JR9PAD5Y-2026-08-10,JR9PAD5Y,2026-08-10,Scala
P5UUGX3F-2026-08-10,P5UUGX3F,2026-08-10,Web development
P5UUGX3F-2026-08-10,P5UUGX3F,2026-08-10,Asana
P5UUGX3F-2026-08-10,P5UUGX3F,2026-08-10,AI
QFDQIEQG-2026-08-10,QFDQIEQG,2026-08-10,Prawo jazdy kat. B
QFDQIEQG-2026-08-10,QFDQIEQG,2026-08-10,Doświadczenie
V6NSB3UF-2026-08-10,V6NSB3UF,2026-08-10,Microsoft Dynamics 365
V6NSB3UF-2026-08-10,V6NSB3UF,2026-08-10,Business Analyst
V6NSB3UF-2026-08-10,V6NSB3UF,2026-08-10,AR
S55AUMUP-2026-08-10,S55AUMUP,2026-08-10,SRE
S55AUMUP-2026-08-10,S55AUMUP,2026-08-10,AI
42YOZNXH-2026-08-10,42YOZNXH,2026-08-10,Python
42YOZNXH-2026-08-10,42YOZNXH,2026-08-10,Flask
42YOZNXH-2026-08-10,42YOZNXH,2026-08-10,SQLAlchemy
4P9NF1DU-2026-08-10,4P9NF1DU,2026-08-10,Go
4P9NF1DU-2026-08-10,4P9NF1DU,2026-08-10,Python
4P9NF1DU-2026-08-10,4P9NF1DU,2026-08-10,Scala
CW39RBHZ-2026-08-10,CW39RBHZ,2026-08-10,Appium
CW39RBHZ-2026-08-10,CW39RBHZ,2026-08-10,Java
CW39RBHZ-2026-08-10,CW39RBHZ,2026-08-10,iOS
60ZH6WTC-2026-08-10,60ZH6WTC,2026-08-10,Linux
60ZH6WTC-2026-08-10,60ZH6WTC,2026-08-10,SDLC
60ZH6WTC-2026-08-10,60ZH6WTC,2026-08-10,Jira
RDZEYNLP-2026-08-10,RDZEYNLP,2026-08-10,Go
RDZEYNLP-2026-08-10,RDZEYNLP,2026-08-10,Python
RDZEYNLP-2026-08-10,RDZEYNLP,2026-08-10,Scala
XHMFRDQM-2026-08-10,XHMFRDQM,2026-08-10,.NET
XHMFRDQM-2026-08-10,XHMFRDQM,2026-08-10,SQL
XHMFRDQM-2026-08-10,XHMFRDQM,2026-08-10,ETL
4AVDQ2NO-2026-08-10,4AVDQ2NO,2026-08-10,JavaScript
4AVDQ2NO-2026-08-10,4AVDQ2NO,2026-08-10,TypeScript
4AVDQ2NO-2026-08-10,4AVDQ2NO,2026-08-10,React
P1H7OIZE-2026-08-10,P1H7OIZE,2026-08-10,JavaScript
P1H7OIZE-2026-08-10,P1H7OIZE,2026-08-10,TypeScript
P1H7OIZE-2026-08-10,P1H7OIZE,2026-08-10,React
ZDOXVIWF-2026-08-10,ZDOXVIWF,2026-08-10,Microsoft Azure
ZDOXVIWF-2026-08-10,ZDOXVIWF,2026-08-10,Terraform
ZDOXVIWF-2026-08-10,ZDOXVIWF,2026-08-10,IaC
7ETHL4S9-2026-08-10,7ETHL4S9,2026-08-10,SQL
7ETHL4S9-2026-08-10,7ETHL4S9,2026-08-10,C#
7ETHL4S9-2026-08-10,7ETHL4S9,2026-08-10,Java
1TPZ4GBY-2026-08-10,1TPZ4GBY,2026-08-10,Use cases
1TPZ4GBY-2026-08-10,1TPZ4GBY,2026-08-10,Asana
197LZCXQ-2026-08-10,197LZCXQ,2026-08-10,Salesforce
197LZCXQ-2026-08-10,197LZCXQ,2026-08-10,Segmentation
197LZCXQ-2026-08-10,197LZCXQ,2026-08-10,AMPscript
5ACC9AHE-2026-08-10,5ACC9AHE,2026-08-10,AI
5ACC9AHE-2026-08-10,5ACC9AHE,2026-08-10,QA
5ACC9AHE-2026-08-10,5ACC9AHE,2026-08-10,Power Platform
3U3DKOI9-2026-08-10,3U3DKOI9,2026-08-10,Software engineering
3U3DKOI9-2026-08-10,3U3DKOI9,2026-08-10,.NET CORE
3U3DKOI9-2026-08-10,3U3DKOI9,2026-08-10,React
HYX49HWY-2026-08-10,HYX49HWY,2026-08-10,Angular
HYX49HWY-2026-08-10,HYX49HWY,2026-08-10,Java
HYX49HWY-2026-08-10,HYX49HWY,2026-08-10,Spring Boot
IBLTFB7F-2026-08-10,IBLTFB7F,2026-08-10,.NET
IBLTFB7F-2026-08-10,IBLTFB7F,2026-08-10,Web applications
IBLTFB7F-2026-08-10,IBLTFB7F,2026-08-10,C#
D8Q05VJQ-2026-08-10,D8Q05VJQ,2026-08-10,Cloud
D8Q05VJQ-2026-08-10,D8Q05VJQ,2026-08-10,Oracle database
D8Q05VJQ-2026-08-10,D8Q05VJQ,2026-08-10,REST API
XNKJX7PQ-2026-08-10,XNKJX7PQ,2026-08-10,UML
XNKJX7PQ-2026-08-10,XNKJX7PQ,2026-08-10,Swagger
XNKJX7PQ-2026-08-10,XNKJX7PQ,2026-08-10,Web services
14HYK7OU-2026-08-10,14HYK7OU,2026-08-10,Adobe
14HYK7OU-2026-08-10,14HYK7OU,2026-08-10,Google Optimize
14HYK7OU-2026-08-10,14HYK7OU,2026-08-10,Testing
GOZJGDUD-2026-08-10,GOZJGDUD,2026-08-10,Salesforce
GOZJGDUD-2026-08-10,GOZJGDUD,2026-08-10,Cloud
GOZJGDUD-2026-08-10,GOZJGDUD,2026-08-10,AI
P4NAW6WG-2026-08-10,P4NAW6WG,2026-08-10,Azure
P4NAW6WG-2026-08-10,P4NAW6WG,2026-08-10,Azure Databricks
P4NAW6WG-2026-08-10,P4NAW6WG,2026-08-10,Azure Data Factory
NKCXAEYU-2026-08-10,NKCXAEYU,2026-08-10,AzureDevOps
NKCXAEYU-2026-08-10,NKCXAEYU,2026-08-10,Microsoft Azure
NKCXAEYU-2026-08-10,NKCXAEYU,2026-08-10,Crossplane
68RPHGOG-2026-08-10,68RPHGOG,2026-08-10,Python
68RPHGOG-2026-08-10,68RPHGOG,2026-08-10,SQL
68RPHGOG-2026-08-10,68RPHGOG,2026-08-10,pandas
0ACTFOBX-2026-08-10,0ACTFOBX,2026-08-10,SRE
0ACTFOBX-2026-08-10,0ACTFOBX,2026-08-10,K8s
0ACTFOBX-2026-08-10,0ACTFOBX,2026-08-10,Cloud
2VWEGYOE-2026-08-10,2VWEGYOE,2026-08-10,Econimics
2VWEGYOE-2026-08-10,2VWEGYOE,2026-08-10,Accounting
2VWEGYOE-2026-08-10,2VWEGYOE,2026-08-10,Mathematics
YK528BKB-2026-08-10,YK528BKB,2026-08-10,SRE
YK528BKB-2026-08-10,YK528BKB,2026-08-10,Cloud platform
YK528BKB-2026-08-10,YK528BKB,2026-08-10,AWS
GJ9FNEG8-2026-08-10,GJ9FNEG8,2026-08-10,IAM
GJ9FNEG8-2026-08-10,GJ9FNEG8,2026-08-10,C
GJ9FNEG8-2026-08-10,GJ9FNEG8,2026-08-10,R
7FHI04CC-2026-08-10,7FHI04CC,2026-08-10,Java
7FHI04CC-2026-08-10,7FHI04CC,2026-08-10,Communication skills
7FHI04CC-2026-08-10,7FHI04CC,2026-08-10,Financial/trading systems
FACH0TGA-2026-08-10,FACH0TGA,2026-08-10,Embedded system
FACH0TGA-2026-08-10,FACH0TGA,2026-08-10,IoT
FACH0TGA-2026-08-10,FACH0TGA,2026-08-10,Protocols
1EEZ0TNT-2026-08-10,1EEZ0TNT,2026-08-10,ISO
1EEZ0TNT-2026-08-10,1EEZ0TNT,2026-08-10,IEC
1EEZ0TNT-2026-08-10,1EEZ0TNT,2026-08-10,Embedded system
3B6FMXCF-2026-08-10,3B6FMXCF,2026-08-10,Azure
3B6FMXCF-2026-08-10,3B6FMXCF,2026-08-10,Snowflake
3B6FMXCF-2026-08-10,3B6FMXCF,2026-08-10,ETL
AVQUAD6D-2026-08-10,AVQUAD6D,2026-08-10,MS Excel
AVQUAD6D-2026-08-10,AVQUAD6D,2026-08-10,MS
LEC7FULI-2026-08-10,LEC7FULI,2026-08-10,JavaScript
LEC7FULI-2026-08-10,LEC7FULI,2026-08-10,Cloud platform
LEC7FULI-2026-08-10,LEC7FULI,2026-08-10,Microsoft Azure
WWGLBI2H-2026-08-10,WWGLBI2H,2026-08-10,Product strategy
WWGLBI2H-2026-08-10,WWGLBI2H,2026-08-10,Product vision
WWGLBI2H-2026-08-10,WWGLBI2H,2026-08-10,User research
B3JME03H-2026-08-10,B3JME03H,2026-08-10,Magento
B3JME03H-2026-08-10,B3JME03H,2026-08-10,Jira
B3JME03H-2026-08-10,B3JME03H,2026-08-10,Confluence
7Y1TCLWP-2026-08-10,7Y1TCLWP,2026-08-10,GCP
7Y1TCLWP-2026-08-10,7Y1TCLWP,2026-08-10,Machine learning
7Y1TCLWP-2026-08-10,7Y1TCLWP,2026-08-10,AI
KIY9ZJDX-2026-08-10,KIY9ZJDX,2026-08-10,Data management
OEB6MJVI-2026-08-10,OEB6MJVI,2026-08-10,REST API
OEB6MJVI-2026-08-10,OEB6MJVI,2026-08-10,BPMN
OEB6MJVI-2026-08-10,OEB6MJVI,2026-08-10,UML
XRGOYNM6-2026-08-10,XRGOYNM6,2026-08-10,TypeScript
XRGOYNM6-2026-08-10,XRGOYNM6,2026-08-10,React
XRGOYNM6-2026-08-10,XRGOYNM6,2026-08-10,SQL
CPHPMTOX-2026-08-10,CPHPMTOX,2026-08-10,Azure
CPHPMTOX-2026-08-10,CPHPMTOX,2026-08-10,Cloud security
CPHPMTOX-2026-08-10,CPHPMTOX,2026-08-10,AI
HWS0BADT-2026-08-10,HWS0BADT,2026-08-10,Business analysis
HWS0BADT-2026-08-10,HWS0BADT,2026-08-10,Technology Management
HWS0BADT-2026-08-10,HWS0BADT,2026-08-10,Digital transformation
88WPTHZB-2026-08-10,88WPTHZB,2026-08-10,Databricks
88WPTHZB-2026-08-10,88WPTHZB,2026-08-10,Python
88WPTHZB-2026-08-10,88WPTHZB,2026-08-10,Docker
CHF7JCHY-2026-08-10,CHF7JCHY,2026-08-10,Degree
CHF7JCHY-2026-08-10,CHF7JCHY,2026-08-10,Analytical skills
CHF7JCHY-2026-08-10,CHF7JCHY,2026-08-10,CAD
USWFDHE1-2026-08-10,USWFDHE1,2026-08-10,Azure
USWFDHE1-2026-08-10,USWFDHE1,2026-08-10,PySpark
USWFDHE1-2026-08-10,USWFDHE1,2026-08-10,ETL
K6U188CT-2026-08-10,K6U188CT,2026-08-10,Data models
K6U188CT-2026-08-10,K6U188CT,2026-08-10,UX
K6U188CT-2026-08-10,K6U188CT,2026-08-10,SaaS
ZHRON9W8-2026-08-10,ZHRON9W8,2026-08-10,Use cases
ZHRON9W8-2026-08-10,ZHRON9W8,2026-08-10,Asana
13IX9K6H-2026-08-10,13IX9K6H,2026-08-10,Manual Testing
13IX9K6H-2026-08-10,13IX9K6H,2026-08-10,API testing
13IX9K6H-2026-08-10,13IX9K6H,2026-08-10,Functional testing
87N3UTB6-2026-08-10,87N3UTB6,2026-08-10,Azure
87N3UTB6-2026-08-10,87N3UTB6,2026-08-10,Microsoft Azure
87N3UTB6-2026-08-10,87N3UTB6,2026-08-10,VMware
9ZLN9JTY-2026-08-10,9ZLN9JTY,2026-08-10,Keycloak
9ZLN9JTY-2026-08-10,9ZLN9JTY,2026-08-10,K8s
9ZLN9JTY-2026-08-10,9ZLN9JTY,2026-08-10,TypeScript
YPNAC41W-2026-08-10,YPNAC41W,2026-08-10,AI
YPNAC41W-2026-08-10,YPNAC41W,2026-08-10,Design process
YPNAC41W-2026-08-10,YPNAC41W,2026-08-10,Asana
PFIUSGW0-2026-08-10,PFIUSGW0,2026-08-10,Java
PFIUSGW0-2026-08-10,PFIUSGW0,2026-08-10,GCP
PFIUSGW0-2026-08-10,PFIUSGW0,2026-08-10,Spring Boot
IFTGSSFA-2026-08-10,IFTGSSFA,2026-08-10,Wykształcenie min. średnie techniczne
IFTGSSFA-2026-08-10,IFTGSSFA,2026-08-10,MŚP
IFTGSSFA-2026-08-10,IFTGSSFA,2026-08-10,ERP
MRK4AB0X-2026-08-10,MRK4AB0X,2026-08-10,SAP
MRK4AB0X-2026-08-10,MRK4AB0X,2026-08-10,KINAXIS
MRK4AB0X-2026-08-10,MRK4AB0X,2026-08-10,RapidResponse
2XCEFM5D-2026-08-10,2XCEFM5D,2026-08-10,Microsoft Azure
2XCEFM5D-2026-08-10,2XCEFM5D,2026-08-10,AKS
2XCEFM5D-2026-08-10,2XCEFM5D,2026-08-10,Cloud
9EVI9UZJ-2026-08-10,9EVI9UZJ,2026-08-10,Cybersecurity
9EVI9UZJ-2026-08-10,9EVI9UZJ,2026-08-10,CI/CD
9EVI9UZJ-2026-08-10,9EVI9UZJ,2026-08-10,DevSecOps
WK5JJLNI-2026-08-10,WK5JJLNI,2026-08-10,Jenkins
WK5JJLNI-2026-08-10,WK5JJLNI,2026-08-10,Groovy
WK5JJLNI-2026-08-10,WK5JJLNI,2026-08-10,Python
V3V5VQX2-2026-08-10,V3V5VQX2,2026-08-10,Python
V3V5VQX2-2026-08-10,V3V5VQX2,2026-08-10,Git
V3V5VQX2-2026-08-10,V3V5VQX2,2026-08-10,CI/CD
M5ONHFVU-2026-08-10,M5ONHFVU,2026-08-10,Microsoft Azure
M5ONHFVU-2026-08-10,M5ONHFVU,2026-08-10,AKS
M5ONHFVU-2026-08-10,M5ONHFVU,2026-08-10,Cloud
DTTZE2FD-2026-08-10,DTTZE2FD,2026-08-10,Grafana
DTTZE2FD-2026-08-10,DTTZE2FD,2026-08-10,Python
DTTZE2FD-2026-08-10,DTTZE2FD,2026-08-10,Basch
KPIJJIAC-2026-08-10,KPIJJIAC,2026-08-10,Microsoft Azure
KPIJJIAC-2026-08-10,KPIJJIAC,2026-08-10,Azure Data Factory
KPIJJIAC-2026-08-10,KPIJJIAC,2026-08-10,Communication skills
A175SZOQ-2026-08-10,A175SZOQ,2026-08-10,Degree
A175SZOQ-2026-08-10,A175SZOQ,2026-08-10,Data science
A175SZOQ-2026-08-10,A175SZOQ,2026-08-10,Product development
FMZGC9LT-2026-08-10,FMZGC9LT,2026-08-10,Product design
FMZGC9LT-2026-08-10,FMZGC9LT,2026-08-10,Design system
FMZGC9LT-2026-08-10,FMZGC9LT,2026-08-10,Business Management
IMRODZ6M-2026-08-10,IMRODZ6M,2026-08-10,MS Dynamics 365 Finance & Operations
IMRODZ6M-2026-08-10,IMRODZ6M,2026-08-10,Microsoft Dynamics 365
IMRODZ6M-2026-08-10,IMRODZ6M,2026-08-10,Dynamics AX 2012
SNHN9X8E-2026-08-10,SNHN9X8E,2026-08-10,UX
SNHN9X8E-2026-08-10,SNHN9X8E,2026-08-10,AI
SNHN9X8E-2026-08-10,SNHN9X8E,2026-08-10,Crayon
PPXZMGW5-2026-08-10,PPXZMGW5,2026-08-10,Machine learning
PPXZMGW5-2026-08-10,PPXZMGW5,2026-08-10,Python
PPXZMGW5-2026-08-10,PPXZMGW5,2026-08-10,Cloud platform
59XNI2HL-2026-08-10,59XNI2HL,2026-08-10,Go
59XNI2HL-2026-08-10,59XNI2HL,2026-08-10,Python
59XNI2HL-2026-08-10,59XNI2HL,2026-08-10,Scala
T4WCU8VP-2026-08-10,T4WCU8VP,2026-08-10,Python
